1.502535753574365529e+00 1.669397125244140625e+02 3.016937255859375000e+01
9.736206149254369446e-01 1.231080856323242188e+02 2.261248588562011719e+01
6.030458181854729816e-01 1.001059570312500000e+02 1.935207366943359375e+01
9.736206149254369446e-01 1.231080856323242188e+02 2.261248588562011719e+01
1.733832358460582590e+00 1.873258056640625000e+02 3.377196884155273438e+01
8.789766401896590420e-01 1.171016998291015625e+02 2.173150253295898438e+01
1.033259801946324830e+00 1.271716766357421875e+02 2.324623870849609375e+01
1.883527959608889635e+00 2.005196838378906250e+02 3.610357666015625000e+01
5.199876536472163302e-01 9.499342346191406250e+01 1.863704681396484375e+01
9.755132600159766021e-01 1.232297668457031250e+02 2.263072967529296875e+01
7.377828663944658860e-01 1.083995208740234375e+02 2.051198577880859375e+01
9.199781871424168589e-01 1.196831512451171875e+02 2.210623359680175781e+01
1.109036795065619474e+00 1.327714385986328125e+02 2.416156387329101562e+01
4.570765421201341550e-01 9.112100982666015625e+01 1.809546279907226562e+01
1.275772417807118364e+00 1.469531860351562500e+02 2.663738632202148438e+01
3.899763677159697739e-01 8.699075317382812500e+01 1.751781845092773438e+01
9.041918144285880921e-01 1.186799621582031250e+02 2.195911979675292969e+01
5.297955144907207092e-01 9.559713745117187500e+01 1.872148132324218750e+01
1.579753122138380261e+00 1.737455139160156250e+02 3.137208175659179688e+01
4.781547782155177728e-01 9.241845703125000000e+01 1.827692031860351562e+01
1.827560317984188609e+00 1.955868072509765625e+02 3.523184204101562500e+01
9.292333175888252139e-01 1.202721710205078125e+02 2.219272232055664062e+01
1.903690220905125408e+00 2.022967529296875000e+02 3.641761016845703125e+01
1.149877571677545340e+00 1.360321655273437500e+02 2.471573257446289062e+01
8.627895393161777449e-03 7.035849761962890625e+01 1.524319171905517578e+01
1.679070976146395111e-01 7.489429473876953125e+01 1.589176654815673828e+01
6.083217626464456629e-01 1.004307098388671875e+02 1.939749145507812500e+01
1.992178579780057079e+00 2.101104888916015625e+02 3.779865646362304688e+01
6.757315742278371395e-01 1.045800323486328125e+02 1.997780418395996094e+01
2.190055671055066711e-01 7.742823791503906250e+01 1.622103309631347656e+01
1.328594747368474716e+00 1.516088562011718750e+02 2.746012496948242188e+01
3.505794390436007824e-01 8.460556030273437500e+01 1.718644332885742188e+01
5.141256778754910162e-01 9.463259887695312500e+01 1.858658599853515625e+01
1.296234151291719705e-02 7.036949157714843750e+01 1.524110603332519531e+01
1.787494101179668560e+00 1.920554199218750000e+02 3.460778427124023438e+01
5.750576228287545000e-01 9.838317871093750000e+01 1.911112976074218750e+01
1.905767964252416791e+00 2.024798889160156250e+02 3.644997406005859375e+01
3.470400680803860105e-01 8.439427185058593750e+01 1.715725898742675781e+01
